ID,Text,Confidence,Time,Save Path,Duration
0,['ARTIXI 7'],0.7957061529159546,2024-05-20 17:52:18,./output,5793.35
1,['Xc7aTOOT Iv'],0.7957061529159546,2024-05-20 17:52:18,./output,4205.97
2,['F1g256aBX1449'],0.7957061529159546,2024-05-20 17:52:18,./output,5095.13
3,['050404140'],0.7957061529159546,2024-05-20 17:52:18,./output,4016.91
4,['XILINXO'],0.7515002489089966,2024-05-20 17:52:18,./output,2440.75
5,['TaIWAN'],0.7515002489089966,2024-05-20 17:52:18,./output,3082.47
6,['Uos'],0.7515002489089966,2024-05-20 17:52:18,./output,3114.31
7,['1C'],0.6188825368881226,2024-05-20 17:52:18,./output,2125.17
8,"['Jos', 'no-00']",0.3978530764579773,2024-05-20 17:52:18,./output,6381.14
